assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction
3222,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 10 ug/Kg,F,In vivo,,,,,,,
3223,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 100 ug/Kg,F,In vivo,,,,,,,
3224,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 2 ug/Kg,F,In vivo,,,,,,,
3225,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 20 ug/Kg,F,In vivo,,,,,,,
3226,10321,Serotonin receptor antagonist activity was measured as ability to block the serotonin-induced Bezold-Jarisch reflex in rats after iv administration of 5 ug/Kg,F,In vivo,,,,,,,
3227,10322,Tested for inhibition of Bezold-Jarisch (B-J) reflex mediated by 5-hydroxytryptamine 3 receptor in rats after intravenous administration (2.0 ug/kg),F,In vivo,,,,,,,
3228,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,,,,
3229,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; A means pure agonist,F,,,,,,,,
3230,15412,Intrinsic efficacy for rat 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3231,15412,Intrinsic efficacy against 5-hydroxytryptamine 3 receptor; PA means partial agonist,F,,,,,,,,
3232,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor (5-HT 3 receptor) of rat cortex and hippocampus tissue,B,,,,,,Hippocampus,,
3233,15412,Inhibition of [3H]granisetron binding to 5-hydroxytryptamine 3 receptor of rat cortical membrane,B,,,Rattus norvegicus,10116.0,,,,
3234,17394,Inhibition of [3H]GR-65630 binding to rat cortical membrane serotonin 5-hydroxytryptamine 3 receptor,B,,,Rattus norvegicus,10116.0,,,,
3235,12457,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 3 receptor,B,,,,,,,,
3236,12457,Affinity was evaluated by inhibition of [3H]GR-65630 binding to NG108-15 cell transfected with cloned rat 5-hydroxytryptamine 3 receptor,B,,,,,,,,
3237,12205,Binding affinity against radioligand [3H]quipazine labeled 5-hydroxytryptamine 3 receptor sites in neuroblastoma-glioma (NG108-15) cells.,B,,,,,,,,
3238,14532,Binding affinity for 5-hydroxytryptamine 3 receptor was determined by measuring displacement of [3H]GR-65630 from rat brain cortices,B,,,,,,,,
3239,1122,Binding affinity to 5-hydroxytryptamine 3 receptor in rat entorhinal cortex using [3H]-BRL 43694 as radioligand,B,,,,,,,,
3240,5094,Binding affinity towards 5-HT3 receptor in rat was evaluated,B,,,,,,,,
3241,809,5-hydroxytryptamine 4 receptor agonist activity as increased response to electrical stimulation in guinea pig ileum,F,,,Cavia porcellus,10141.0,,Ileum,,
3242,809,5-hydroxytryptamine 4 receptor agonist activity expressed as the concentration which gave a 50% increase in the response to the electrical stimulation in male guinea pig ileum; Not tested,F,,,Cavia porcellus,10141.0,,Ileum,,
3243,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum",F,,,Cavia porcellus,10141.0,,Ileum,,
3244,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Inactive up to 10E-5 M",F,,,Cavia porcellus,10141.0,,Ileum,,
3245,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,Cavia porcellus,10141.0,,Ileum,,
3246,14290,"5-hydroxytryptamine 4 receptor agonist activity, concentration which gave 50% increase in the response to electrically-stimulated myenteric plexus and longitudinal muscle of the guinea pig ileum; Not tested",F,,,Cavia porcellus,10141.0,,Ileum,,
3247,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not capable of evaluation",F,,,Cavia porcellus,10141.0,,Ileum,,
3248,13961,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum.,F,,,Cavia porcellus,10141.0,,Ileum,,
3249,13961,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,F,,,Cavia porcellus,10141.0,,Ileum,,
3250,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,F,,,Cavia porcellus,10141.0,,Ileum,,
3251,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,F,,,Cavia porcellus,10141.0,,Ileum,,
3252,809,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,F,,,Cavia porcellus,10141.0,,Ileum,,
3253,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",F,,,Cavia porcellus,10141.0,,Ileum,,
3254,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",F,,,Cavia porcellus,10141.0,,Ileum,,
3255,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",F,,,Cavia porcellus,10141.0,,Ileum,,
3256,14290,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,F,,,Cavia porcellus,10141.0,,Ileum,,
3257,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,Cavia porcellus,10141.0,,Ileum,,
3258,14290,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",F,,,Cavia porcellus,10141.0,,Ileum,,
3259,15034,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,Cavia porcellus,10141.0,,,,
3260,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,10141.0,,Striatum,,
3261,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,10141.0,,Striatum,,
3262,5399,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,B,,,Cavia porcellus,10141.0,,Striatum,,
3263,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,B,,,Cavia porcellus,10141.0,,Striatum,,
3264,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,Cavia porcellus,10141.0,,Striatum,,
3265,17394,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,B,,,Cavia porcellus,10141.0,,Striatum,,
3266,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,F,,,Cavia porcellus,10141.0,,Ileum,,
3267,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,F,,,Cavia porcellus,10141.0,,Ileum,,
3268,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,Cavia porcellus,10141.0,,Ileum,,
3269,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,B,,,Cavia porcellus,10141.0,,,,
3270,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,B,,,Cavia porcellus,10141.0,,,,
3271,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor,F,,,Cavia porcellus,10141.0,,,,
3272,15034,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,F,,,Cavia porcellus,10141.0,,,,
3273,12918,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,F,,,Cavia porcellus,10141.0,,,,
3274,16946,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,B,,,Cavia porcellus,10141.0,,,,
3275,17394,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,Cavia porcellus,10141.0,,Striatum,,
3276,15034,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,B,,,Cavia porcellus,10141.0,,Striatum,,
3277,5094,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,10141.0,,Striatum,,
3278,5094,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,B,,,Cavia porcellus,10141.0,,Striatum,,
3279,17358,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,B,,,Cavia porcellus,10141.0,,Ileum,,
3280,12953,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,B,,,Cavia porcellus,10141.0,,,,
3281,12953,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,Cavia porcellus,10141.0,,,,
3282,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,B,,,Cavia porcellus,10141.0,,,,
3283,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,B,,,Cavia porcellus,10141.0,,,,
3284,273,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,,Ileum,,
3285,12918,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,F,,,Cavia porcellus,10141.0,,Ileum,,
3286,12919,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,F,,,Cavia porcellus,10141.0,,Ileum,,
3287,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,F,,,Cavia porcellus,10141.0,,Ileum,,
3288,273,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,F,,,Cavia porcellus,10141.0,,Ileum,,
3289,13181,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,B,,,Cavia porcellus,10141.0,,,,
3290,13181,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,B,,,Cavia porcellus,10141.0,,,,
3291,15034,Antagonistic activity against 5-hydroxytryptamine 4 receptor,F,,,Cavia porcellus,10141.0,,,,
3292,5033,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,B,,,Cavia porcellus,10141.0,,,,
3293,1980,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,B,,,Cavia porcellus,10141.0,,,,
3294,13181,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,B,,,Cavia porcellus,10141.0,,,HEK293,
3295,14287,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,B,,,Cavia porcellus,10141.0,,,,
3296,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,B,,,Cavia porcellus,10141.0,,,,
3297,15316,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,B,,,Cavia porcellus,10141.0,,,,
3298,16429,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,B,,,Cavia porcellus,10141.0,,Striatum,,
3299,14818,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,B,,,Cavia porcellus,10141.0,,Hippocampus,,
3300,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,B,,,Cavia porcellus,10141.0,,,,
3301,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,B,,,Cavia porcellus,10141.0,,,,
3302,13961,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,F,,,Cavia porcellus,10141.0,,Ileum,,
3303,5486,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,B,,,,,,,,
3304,16209,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,B,,,,,,,,
3305,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,B,,,,,,,,
3306,4199,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,B,,,,,,,HeLa,
3307,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,,,,
3308,5213,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,B,,,,,,,,
3309,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",B,,,,,,,HeLa,
3310,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,B,,,,,,,,
3311,17358,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,B,,,,,,,,
3312,16946,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,B,,,,,,,,
3313,17358,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,B,,,,,,,,
3314,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,F,,,,,,Cardiac atrium,,
3315,268,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,F,,,,,,Cardiac atrium,,
3316,15086,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,B,,,,,,,,
3317,14875,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,B,,,,,,Hippocampus,,
3318,13267,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,B,,,Sus scrofa,9823.0,,Hippocampus,,
3319,13047,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,B,,,Oryctolagus cuniculus,9986.0,,,,
3320,1650,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,B,,,Rattus norvegicus,10116.0,,,,
3321,567,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,F,,,,,,,,
